NAICS_CODE,PRIMARY_INDICATOR,SOURCE_OF_DATA,CODE_DESCRIPTION,PGM_SYS_ACRNM,PGM_SYS_ID,REGISTRY_ID,PRIMARY_NAME,LOCATION_ADDRESS,SUPPLEMENTAL_LOCATION,CITY_NAME,COUNTY_NAME,FIPS_CODE,STATE_CODE,STATE_NAME,COUNTRY_NAME,POSTAL_CODE,FEDERAL_FACILITY_CODE,FEDERAL_AGENCY_CODE,TRIBAL_LAND_CODE,TRIBAL_LAND_NAME,LEGISLATIVE_DIST_NUM,EPA_REGION_CODE,SITE_TYPE_NAME,INTEREST_STATUS_CODE,DATA_QUALITY_CODE,LOCATION_DESCRIPTION,STD_NAME,STD_LOC_ADDRESS,STD_HOUSE_NUMBER,STD_STREET_NAME,STD_BASE_NAME,STD_PREFIX,STD_SUFFIX,STD_STYPE_BEFORE,STD_STYPE_AFTER,STD_POSTAL_CODE,STD_STATE_CODE,STD_CITY_NAME,STD_COUNTY_NAME,STD_COUNTY_FIPS,STD_COUNTRY,STD_FULL_ADDRESS,ADDR_TYPE,LAST_REPORTED_DATE,CREATE_DATE,UPDATE_DATE,USER_ID,PARENT_REGISTRY_ID,SENSITIVE_IND,REVIEW_FLAG,REVIEW_REASON,SMALL_BUS_IND,ENV_JUSTICE_CODE,PUBLIC_IND,ICIS_IDENTIFIER,OBJECTID,GEO_SYS_ACRNM,GEO_SYS_ID,LATITUDE83,LONGITUDE83,CONVEYOR,HDATUM_DESC,COLLECT_DESC,REF_POINT_DESC,SOURCE_DESC,SCALE,ACCURACY_VALUE,ACCURACY_SCORE,DERIVED_CITY,DERIVED_COUNTY,DERIVED_ZIP,DERIVED_STATE,DERIVED_FIPS,DERIVED_HUC,DERIVED_WBD,DERIVED_CB_2010,DERIVED_CD_113,US_MEXICO_BORDER_IND,OZONE_8HR_1997_AREA_NAME,PB_2008_AREA_NAME,PM25_1997_AREA_NAME,PM25_2006_AREA_NAME,OZONE_8HR_2008_AREA_NAME
"313320",PRIMARY,OSHA-OIS,FABRIC COATING MILLS.,OSHA-OIS,340780824,110034586909,CUSTOM RUBBER PRODUCTS,2625 BENNINGTON ST,"2625 BENNINGTON ST, HOUSTON, TX",HOUSTON,HARRIS,48201,TX,TEXAS,UNITED STATES,770939142,,,,,,06,STATIONARY,,V,,CSTM RBR PROD,2625 BENNINGTON ST,2625,BENNINGTON ST,BENNINGTON,,,,ST,77093,TX,HOUSTON,HARRIS COUNTY,48201,US,"2625 BENNINGTON ST, HOUSTON, TX  77093 US",REGULAR URBAN,,17-APR-08,04-DEC-14,REFRESH,,,,,N,,Y,,30092735,FRS,110034586909,29.821913,-95.344228,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,50,50,HOUSTON,HARRIS COUNTY,77093,TX,48201,12040104,120401040701,482012207004024,18,N,Houston-Galveston-Brazoria Area,,,,Houston-Galveston-Brazoria
"313320",PRIMARY,ICIS,FABRIC COATING MILLS.,AIR,OH0000000278080650,110006221748,CURRENT OF WARREN INC,455 N RIVER RD NW,,WARREN,TRUMBULL,39155,OH,OHIO,UNITED STATES,44483-2250,N,,N,,,05,STATIONARY,OPERATING,V,,CURRENT OF WARREN,455 N RIVER RD NW,455,N RIVER RD NW,RIVER,N,NW,,RD,44483,OH,WARREN,TRUMBULL COUNTY,39155,US,"455 N RIVER RD NW, WARREN, OH  44483 US",REGULAR URBAN,14-JAN-17,01-MAR-00,01-JUN-17,JACK_BURFORD,,N,Y,NAME MISMATCH -EIS - 15482311,N,,Y,,35770552,FRS,110006221748,41.26581,-80.82361,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,WARREN,TRUMBULL COUNTY,44483,OH,39155,05030103,,391559212001015,13,,Youngstown-Warren-Sharon Area,,,,
"313320",PRIMARY,OSHA-OIS,FABRIC COATING MILLS.,OSHA-OIS,342485042,110067430293,CHASE CORPORATION,24 DANA ROAD,,OXFORD,WORCESTER,MA027,MA,MASSACHUSETTS,,01540,,,,,,01,STATIONARY,,V,,CHASE,24 DANA RD,24,DANA RD,DANA,,,,RD,01540,MA,OXFORD,WORCESTER COUNTY,25027,US,"24 DANA RD, OXFORD, MA  01540 US",,16-APR-16,01-APR-16,05-JUL-16,REFRESH,,N,,,N,,Y,,35243399,FRS,110067430293,42.131173,-71.861449,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,50,50,OXFORD,WORCESTER COUNTY,01540,MA,25027,01100001,,250277531005045,02,,Boston-Lawrence-Worcester (E. Mass) Area,,,,
"313320",PRIMARY,OSHA-OIS,FABRIC COATING MILLS.,OSHA-OIS,343314092,110070309519,107648 - DARAMIC LLC,3430 CLINE ROAD,,CORYDON,,,IN,,,47112,,,,,,05,,,mO,,107648 DARAMIC,3430 CLINE RD NW,3430,CLINE RD NW,CLINE,,NW,,RD,47112,IN,CORYDON,HARRISON COUNTY,18061,US,"3430 CLINE RD NW, CORYDON, IN  47112 US",,12-SEP-18,27-SEP-18,,REFRESH,,N,,,,,Y,,37650581,FRS,110070309519,38.24723,-86.13555,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,CORYDON,HARRISON COUNTY,47112,IN,18061,05140104,,180610603001002,09,,,,,,
"313320",PRIMARY,OSHA-OIS,FABRIC COATING MILLS.,OSHA-OIS,341637007,110000343469,HEYTEX USA INC,509 BURGIS AVENUE,,PULASKI,PULASKI,51155,VA,VIRGINIA,UNITED STATES,24301-5305,N,,N,,2,03,STATIONARY,,V,,HEYTEX US,509 BURGIS AVE,509,BURGIS AVE,BURGIS,,,,AVE,24301,VA,PULASKI,PULASKI COUNTY,51155,US,"509 BURGIS AVE, PULASKI, VA  24301 US",REGULAR URBAN,14-JAN-17,01-MAR-00,01-JUN-17,REFRESH,,N,Y,NAME MISMATCH -EIS - 6439711,N,,Y,,31998020,TRIS,24301WSTPNBURGI,37.04957,-80.75514,FRS-TRIS,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,PULASKI,PULASKI COUNTY,24301,VA,51155,05050001,,511552102012038,09,,,,,,
"313320",PRIMARY,OSHA-OIS,FABRIC COATING MILLS.,OSHA-OIS,341819571,110016680858,SWIFT TEXTILE METALIZING LLC,23 BRITTON DR,,BLOOMFIELD,HARTFORD,09003,CT,CONNECTICUT,UNITED STATES,06002-3616,N,,N,,02,01,STATIONARY,,V,,SWIFT TXTL METALIZING,23 BRITTON DR,23,BRITTON DR,BRITTON,,,,DR,06002,CT,BLOOMFIELD,HARTFORD COUNTY,09003,US,"23 BRITTON DR, BLOOMFIELD, CT  06002 US",REGULAR URBAN,,27-JAN-04,03-MAY-15,KBLUMBER,,N,,,,EJB,Y,,36138116,FRS,110016680858,41.80918,-72.70304,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,BLOOMFIELD,HARTFORD COUNTY,06002,CT,09003,01080205,,090034712002001,01,,Greater Connecticut Area,,,,Greater Connecticut
"313320",PRIMARY,AIR,FABRIC COATING MILLS.,AIR,PA0000004208900014,110038789451,"WESTMONT INDUST, INC",BROWN & LINCOLN STS,,E. STROUDSBURG,MONROE,42089,PA,PENNSYLVANIA,UNITED STATES,18301,N,,N,,,03,STATIONARY,PERMANENTLY CLOSED,V,,WESTMONT INDUST,98 BROWN ST,98,BROWN ST,BROWN,,,,ST,18301,PA,EAST STROUDSBURG,MONROE COUNTY,42089,US,"98 BROWN ST, EAST STROUDSBURG, PA  18301 US",DIRECTION,14-MAY-12,26-JUN-09,09-JAN-15,REFRESH,,N,,,,,Y,,27171924,FRS,110038789451,40.99317,-75.1845,FRS-GEOCODE,NAD83,ADDRESS MATCHING-NEAREST INTERSECTION,ENTRANCE POINT OF A FACILITY OR STATION,,,200,200,EAST STROUDSBURG,MONROE COUNTY,18301,PA,42089,02040104,020401040905,420893007002027,10,,Scranton-Wilkes-Barre Area,,,,
"313320",PRIMARY,OSHA-OIS,FABRIC COATING MILLS.,OSHA-OIS,342557337,110070290615,"VANTAGE KITTRICH, LLC",5070 PHILLIP LEE DRIVE,,ATLANTA,,,GA,,,30336,,,,,,04,,,mO,,VANTAGE KITTRICH,5070 PHILLIP LEE DR SW,5070,PHILLIP LEE DR SW,PHILLIP LEE,,SW,,DR,30336,GA,ATLANTA,FULTON COUNTY,13121,US,"5070 PHILLIP LEE DR SW, ATLANTA, GA  30336 US",,12-SEP-18,27-SEP-18,,REFRESH,,N,,,,,Y,,37655180,FRS,110070290615,33.74921,-84.55468,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,ATLANTA,FULTON COUNTY,30336,GA,13121,03130002,,131210078052000,05,,Atlanta Area,,Atlanta,,Atlanta
"313320",PRIMARY,OSHA-OIS,FABRIC COATING MILLS.,OSHA-OIS,342703758,110070291852,"WORTHEN INDUSTRIES, INC.",530 MAIN ST.,,CLINTON,,,MA,,,01510,,,,,,01,,,mO,,WORTHEN IND,530 MAIN ST,530,MAIN ST,MAIN,,,,ST,01510,MA,CLINTON,WORCESTER COUNTY,25027,US,"530 MAIN ST, CLINTON, MA  01510 US",,12-SEP-18,27-SEP-18,,REFRESH,,N,D,POSSIBLE DUPLICATE,,,Y,,37683673,FRS,110070291852,42.41714,-71.68912,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,CLINTON,WORCESTER COUNTY,01510,MA,25027,01070004,,250277161003000,03,,Boston-Lawrence-Worcester (E. Mass) Area,,,,
"313320",PRIMARY,AIRS/AFS,FABRIC COATING MILLS.,AIRS/AFS,3800500001,110000825867,SMC- KEVLAR COATING FACILITY,MAIN ST & HWY 57,,FORT TOTTEN,BENSON,38005,ND,NORTH DAKOTA,UNITED STATES,58335,N,,Y,,,08,STATIONARY,OPERATING,V,,SMC KEVLAR COTG FACLTY,,,,,,,,,58335,ND,FORT TOTTEN,BENSON COUNTY,38005,US,,DIRECTION,,01-MAR-00,31-DEC-15,REFRESH,,N,,,N,,Y,,32023001,TRIS,58335DVLSLBOX40,47.979398,-99.020637,FRS-TRIS,NAD83,CENSUS BLOCK/GROUP-1990-CENTROID,UNKNOWN,,,5000,5030,FORT TOTTEN,BENSON COUNTY,58335,ND,38005,09020201,,380059401002037,01,,,,,,
"313320",PRIMARY,AIRS/AFS,FABRIC COATING MILLS.,AIRS/AFS,3708100907,110001486534,GUILFORD MILLS INC INDUSTRIAL FABRICS DIV,6001 WEST MARKET ST,,GREENSBORO,GUILFORD,37081,NC,NORTH CAROLINA,UNITED STATES,27409-2145,N,,N,,,04,STATIONARY,PERMANENTLY CLOSED,V,,GUILFORD MILLS IND FABRICS DV,6001 W MARKET ST,6001,W MARKET ST,MARKET,W,,,ST,27409,NC,GREENSBORO,GUILFORD COUNTY,37081,US,"6001 W MARKET ST, GREENSBORO, NC  27409 US",REGULAR URBAN,,01-MAR-00,31-DEC-15,REFRESH,,N,,,,,Y,,36264444,FRS,110001486534,36.07609,-79.90564,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,GREENSBORO,GUILFORD COUNTY,27409,NC,37081,03030002,,370810161021006,12,,,,Greensboro-Winston Salem-High Point,,
"313320",PRIMARY,AIRS/AFS,FABRIC COATING MILLS.,AIRS/AFS,5502500041,110000420045,"UNIROYAL ENGINEERED PRODUCTS, LLC",501 S WATER ST,,STOUGHTON,DANE,55025,WI,WISCONSIN,UNITED STATES,53589-2481,N,,N,,WI,05,STATIONARY,OPERATING,V,,UNIROYAL ENGRD PROD,501 S WATER ST,501,S WATER ST,WATER,S,,,ST,53589,WI,STOUGHTON,DANE COUNTY,55025,US,"501 S WATER ST, STOUGHTON, WI  53589 US",,,01-MAR-00,17-OCT-17,REFRESH,,N,,,,,Y,,35807412,FRS,110000420045,42.91499,-89.22159,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,STOUGHTON,DANE COUNTY,53589,WI,55025,07090001,,550250123002002,02,,,,,,
"313320",PRIMARY,OSHA-OIS,FABRIC COATING MILLS.,OSHA-OIS,317867778,110056971157,NISHIKAWA COOPER LLC,324 MORROW,,TOPEKA,LAGRANGE,18087,IN,INDIANA,UNITED STATES,46571-9076,N,,N,,,05,STATIONARY,,V,,NISHIKAWA COOPER,324 MORROW ST,324,MORROW ST,MORROW,,,,ST,46571,IN,TOPEKA,LAGRANGE COUNTY,18087,US,"324 MORROW ST, TOPEKA, IN  46571 US",REGULAR URBAN,14-JAN-17,07-FEB-14,01-JUN-17,JACK_BURFORD,,N,,,N,,Y,,34878437,NPDES,INP000221,41.537333,-85.548778,ICIS,NAD83,GPS CODE (PSEUDO RANGE) DIFFERENTIAL,POINT WHERE SUBSTANCE IS RELEASED,,,3,3,TOPEKA,LAGRANGE COUNTY,46571,IN,18087,04050001,,180879704021077,03,,,,,,
"313320",PRIMARY,AIRS/AFS,FABRIC COATING MILLS.,AIRS/AFS,3301191256,110032989522,TEXTILES COATED INTERNATIONAL,200 BOUCHARD ST,,MANCHESTER,HILLS,33011,NH,NEW HAMPSHIRE,UNITED STATES,03103,N,,N,,,01,STATIONARY,OPERATING,V,,TEXTILES CTD INTL,200 BOUCHARD ST,200,BOUCHARD ST,BOUCHARD,,,,ST,03103,NH,MANCHESTER,HILLSBOROUGH COUNTY,33011,US,"200 BOUCHARD ST, MANCHESTER, NH  03103 US",REGULAR URBAN,,09-JAN-08,09-JAN-15,REFRESH,,,,,N,,Y,,35950631,FRS,110032989522,42.93426,-71.42991,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,MANCHESTER,HILLSBOROUGH COUNTY,03103,NH,33011,01070006,,330119801011009,01,,Boston-Manchester-Portsmouth (SE) Area,,,,
"313320",PRIMARY,AIRS/AFS,FABRIC COATING MILLS.,AIRS/AFS,4716300007,110000913548,SEAMAN CORP - BRISTOL PLANT,219 NORTH INDUSTRIAL DRIVE,,BRISTOL,SULLIVAN,47163,TN,TENNESSEE,UNITED STATES,37620,N,,N,,10,04,STATIONARY,OPERATING,V,,SMN CORPRT BRISTOL PLT,219 N INDUSTRIAL DR,219,N INDUSTRIAL DR,INDUSTRIAL,N,,,DR,37620,TN,BRISTOL,SULLIVAN COUNTY,47163,US,"219 N INDUSTRIAL DR, BRISTOL, TN  37620 US",REGULAR URBAN,14-JAN-17,01-MAR-00,01-JUN-17,KAVUISYA,,N,Y,NAME MISMATCH -EIS - 5616311,,,Y,,32007688,TRIS,37620SMNCRINDUS,36.5605,-82.171011,FRS-TRIS,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,50,50,BRISTOL,SULLIVAN COUNTY,37620,TN,47163,06010102,,471630430002020,01,,,,,,
"313320",PRIMARY,AIRS/AFS,FABRIC COATING MILLS.,AIRS/AFS,5305300762,110000490594,TORAY COMPOSITES AMERICA,19002 50TH AVE E,,TACOMA,PIERCE,53053,WA,WASHINGTON,UNITED STATES,98446,N,,N,,SW,10,STATIONARY,OPERATING,V,,TORAY COMPOSITES AMER,19002 50TH AVE E,19002,50TH AVE E,50TH,,E,,AVE,98446,WA,TACOMA,PIERCE COUNTY,53053,US,"19002 50TH AVE E, TACOMA, WA  98446 US",REGULAR URBAN,14-JAN-17,01-MAR-00,05-APR-19,SAUGUSTI,,N,Y,NAME MISMATCH -EIS - 7060311,N,,Y,,37938674,FRS,110000490594,47.08388,-122.364934,EPA_SLT,NAD83,INTERPOLATION-PHOTO,ENTRANCE POINT OF A FACILITY OR STATION,,30,176,176,TACOMA,PIERCE COUNTY,98446,WA,53053,17110019,,530530714063019,10,,,,,Tacoma,
"313320",PRIMARY,AIRS/AFS,FABRIC COATING MILLS.,AIRS/AFS,4500300027,110031367036,GRANITEVILLE SPECIALTY FABRICS,511 LEITNER ST,,GRANITEVILLE,AIKEN,45003,SC,SOUTH CAROLINA,UNITED STATES,29829,N,,N,,,04,STATIONARY,OPERATING,iC,,GRANITEVILLE SPCLTY FABRICS,511 LEITNER ST,511,LEITNER ST,LEITNER,,,,ST,29829,SC,GRANITEVILLE,AIKEN COUNTY,45003,US,"511 LEITNER ST, GRANITEVILLE, SC  29829 US",REGULAR URBAN,14-JAN-17,22-OCT-07,01-JUN-17,REFRESH,,N,Y,NAME MISMATCH -EIS - 4948111,N,,Y,,32002069,TRIS,29829GRNTVNEWTO,33.560569,-81.809968,FRS-TRIS,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,50,50,GRANITEVILLE,AIKEN COUNTY,29829,SC,45003,03060106,,450030204002031,02,,,,,,
"313320",PRIMARY,AIRS/AFS,FABRIC COATING MILLS.,AIRS/AFS,2608100150,110000411466,WORTHEN COATED FABRICS,524 BUTTERWORTH SW,,GRAND RAPIDS,KENT COUNTY,26081,MI,MICHIGAN,UNITED STATES,49504,N,,N,,,05,STATIONARY,OPERATING,V,,WORTHEN CTD FABRICS,524 BUTTERWORTH ST SW,524,BUTTERWORTH ST SW,BUTTERWORTH,,SW,,ST,49504,MI,GRAND RAPIDS,KENT COUNTY,081,US,"524 BUTTERWORTH ST SW, GRAND RAPIDS, MI  49504 US",,,01-MAR-00,12-JUN-17,REFRESH,,,,,N,,Y,,32018271,TRIS,49504VRYSB524BU,42.96017,-85.68206,FRS-TRIS,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,GRAND RAPIDS,KENT COUNTY,49504,MI,26081,04050006,,260810027001019,03,,Grand Rapids Area,,,,
"313320",PRIMARY,AIRS/AFS,FABRIC COATING MILLS.,AIRS/AFS,3703500431,110001494142,SYNTHETICS FINISHING CONOVER,1700 CONOVER BLVD,,CONOVER,CATAWBA,37035,NC,NORTH CAROLINA,UNITED STATES,28613,N,,N,,,04,STATIONARY,OPERATING,V,,SYNTHETICS FINISH CONOVER,1700 CONOVER BLVD E,1700,CONOVER BLVD E,CONOVER,,E,,BLVD,28613,NC,CONOVER,CATAWBA COUNTY,37035,US,"1700 CONOVER BLVD E, CONOVER, NC  28613 US",REGULAR URBAN,14-JAN-17,01-MAR-00,01-JUN-17,KAVUISYA,,N,Y,NAME MISMATCH -EIS - 8330111,N,,Y,,27452217,EIS,8330111,35.70229,-81.19002,EIS,NAD83,INTERPOLATION-PHOTO,ENTRANCE POINT OF A FACILITY OR STATION,,,,50,CONOVER,CATAWBA COUNTY,28613,NC,37035,03050101,,370350114011050,10,,,,Hickory-Morganton-Lenoir,,
"313320",PRIMARY,OSHA-OIS,FABRIC COATING MILLS.,OSHA-OIS,333294494,110005986996,AVERY DENNISON INFORMATION & BRAND MANAGEMENT DIV,524 ROUTE 303,,ORANGEBURG,ROCKLAND,36087,NY,NEW YORK,UNITED STATES,10962,N,,N,,NY,02,STATIONARY,,V,,AVERY DENNISON INFO AND BRAND MGMT DV,530 RT-303,530,RT-303,RT 303,,,,,10962,NY,ORANGEBURG,ROCKLAND COUNTY,36087,US,"530 RT-303, ORANGEBURG, NY  10962 US","REGULAR URBAN, HWY",14-JAN-17,01-MAR-00,01-JUN-17,DSMITH04,,N,,,N,,Y,,19997081,RCRAINFO,NYD056303266,41.054754,-73.948264,RCRAINFO,NAD83,INTERPOLATION-PHOTO,FACILITY CENTROID,,12000,25,25,ORANGEBURG,ROCKLAND COUNTY,10962,NY,36087,02030101,,360870130022010,17,,,,,,
"313320",PRIMARY,OSHA-OIS,FABRIC COATING MILLS.,OSHA-OIS,339001331,110070276678,TONOGA INC.,136 COONBROOK ROAD,,PETERSBURGH,,,NY,,,12138,,,,,,02,,,mO,,TONOGA,136 COON BROOK RD,136,COON BROOK RD,COON BROOK,,,,RD,12138,NY,PETERSBURG,RENSSELAER COUNTY,36083,US,"136 COON BROOK RD, PETERSBURG, NY  12138 US",,12-SEP-18,26-SEP-18,,REFRESH,,N,,,,,Y,,37642459,FRS,110070276678,42.74245,-73.35747,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,PETERSBURG,RENSSELAER COUNTY,12138,NY,36083,02020003,,360830521021065,19,,Albany-Schenectady-Troy,,,,
"313320",PRIMARY,MA-EPICS,FABRIC COATING MILLS.,MA-EPICS,360502,110012171835,MAJILITE MANUFACTURING INC,1530 BROADWAY RD,,DRACUT,MIDDLESEX,25017,MA,MASSACHUSETTS,UNITED STATES,01826,N,,N,,N,01,STATIONARY,,V,,MAJILITE MFG,1530 BROADWAY RD,1530,BROADWAY RD,BROADWAY,,,,RD,01826,MA,DRACUT,MIDDLESEX COUNTY,25017,US,"1530 BROADWAY RD, DRACUT, MA  01826 US",REGULAR URBAN,14-JAN-17,01-MAR-00,01-JUN-17,REFRESH,,N,,,N,,Y,,31986818,TRIS,01826MJLTM153BR,42.70048,-71.24826,FRS-TRIS,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,DRACUT,MIDDLESEX COUNTY,01826,MA,25017,01070006,,250173143022011,03,,Boston-Lawrence-Worcester (E. Mass) Area,,,,
"313320",PRIMARY,MA-EPICS,FABRIC COATING MILLS.,MA-EPICS,54708,110000746845,HEVEATEX (TILLOTSON COMPLEX),106 FERRY ST.,,FALL RIVER,BRISTOL,25005,MA,MASSACHUSETTS,UNITED STATES,02721-1113,N,,N,,S,01,STATIONARY,,V,,HEVEATEX TILLOTSON COMPLX,106 FERRY ST,106,FERRY ST,FERRY,,,,ST,02721,MA,FALL RIVER,BRISTOL COUNTY,25005,US,"106 FERRY ST, FALL RIVER, MA  02721 US",REGULAR URBAN,14-JAN-17,01-MAR-00,01-JUN-17,KKB,,N,Y,NAME MISMATCH -EIS - 8387811,N,EJI,Y,,29856243,FRS,110000746845,41.70108,-71.168428,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,ENTRANCE POINT OF A FACILITY OR STATION,,,50,50,FALL RIVER,BRISTOL COUNTY,02721,MA,25005,01090004,010900040905,250056410001002,09,,Boston-Lawrence-Worcester (E. Mass) Area,,,,
"313320",PRIMARY,MA-EPICS,FABRIC COATING MILLS.,MA-EPICS,130806,110001950363,MAIN STREET TEXTILES,1822 NORTH MAIN STREET,,FALL RIVER,BRISTOL,25005,MA,MASSACHUSETTS,UNITED STATES,02720-1318,N,,N,,S,01,STATIONARY,,V,,MAIN STRET TEXTILES,1822 N MAIN ST,1822,N MAIN ST,MAIN,N,,,ST,02720,MA,FALL RIVER,BRISTOL COUNTY,25005,US,"1822 N MAIN ST, FALL RIVER, MA  02720 US",REGULAR URBAN,14-JAN-17,01-MAR-00,01-JUN-17,REFRESH,,N,,,,,Y,,36618060,FRS,110001950363,41.72425,-71.14302,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,FALL RIVER,BRISTOL COUNTY,02720,MA,25005,01090004,,250056421001041,04,,Boston-Lawrence-Worcester (E. Mass) Area,,,,
"313320",PRIMARY,OSHA-OIS,FABRIC COATING MILLS.,OSHA-OIS,340584218,110070287622,FLAME LAMINATING CORP.,"2350 TURNPIKE STREET,BLDG.B",,NORTH ANDOVER,,,MA,,,01845,,,,,,01,,,mO,,FLAME LMNTNG CORPRT,2350 TURNPIKE ST,2350,TURNPIKE ST,TURNPIKE,,,,ST,01845,MA,NORTH ANDOVER,ESSEX COUNTY,25009,US,"2350 TURNPIKE ST, NORTH ANDOVER, MA  01845 US",,12-SEP-18,27-SEP-18,,REFRESH,,N,D,POSSIBLE DUPLICATE,,,Y,,37636193,FRS,110070287622,42.62348,-71.05649,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,MIDDLETON,ESSEX COUNTY,01845,MA,25009,01090001,,250092532042041,06,,Boston-Lawrence-Worcester (E. Mass) Area,,,,
"313320",PRIMARY,AIRS/AFS,FABRIC COATING MILLS.,AIRS/AFS,2512100001,110000309684,SHAWSHEEN RUBBER,220 ANDOVER ST.,,ANDOVER,ESSEX,25009,MA,MASSACHUSETTS,UNITED STATES,01810,N,,N,,N,01,STATIONARY,OPERATING,V,,SHAWSHEEN RBR,220 ANDOVER ST,220,ANDOVER ST,ANDOVER,,,,ST,01810,MA,ANDOVER,ESSEX COUNTY,25009,US,"220 ANDOVER ST, ANDOVER, MA  01810 US",REGULAR URBAN,14-JAN-17,01-MAR-00,01-JUN-17,KBLUMBER,,N,,,N,,Y,,31986799,TRIS,01810SHWSHANDOV,42.62743,-71.15607,FRS-TRIS,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,ANDOVER,ESSEX COUNTY,01810,MA,25009,01070006,,250092543012011,03,,Boston-Lawrence-Worcester (E. Mass) Area,,,,
"313320",PRIMARY,EIS,FABRIC COATING MILLS.,EIS,9952811,110037990895,OMNICELL,1201 CHARLESTON ROAD,,MOUNTAIN VIEW,SANTA CLARA,06085,CA,CALIFORNIA,UNITED STATES,94043-1337,,,N,,,09,STATIONARY,OPERATING,V,,OMNICELL,1201 CHARLESTON RD,1201,CHARLESTON RD,CHARLESTON,,,,RD,94043,CA,MOUNTAIN VIEW,SANTA CLARA COUNTY,06085,US,"1201 CHARLESTON RD, MOUNTAIN VIEW, CA  94043 US",REGULAR URBAN,14-JAN-17,13-FEB-09,01-JUN-17,REFRESH,,,,,,,Y,,35964592,FRS,110037990895,37.41999,-122.07078,FRS-GEOCODE,NAD83,ADDRESS MATCHING-HOUSE NUMBER,CENTER OF A FACILITY OR STATION,,,30,30,MOUNTAIN VIEW,SANTA CLARA COUNTY,94043,CA,06085,18050003,,060855046011083,18,N,San Francisco Bay Area,,,San Francisco Bay Area,San Francisco Bay Area
"313320",UNKNOWN,MO-DNR,FABRIC COATING MILLS.,MO-DNR,768476,110000443672,WEST AGRO INC D/B/A DELAVAL MANUFACTURING,501 MITCHELL RD.,,CHILLICOTHE,LIVINGSTON,29117,MO,MISSOURI,UNITED STATES,64601-3707,N,,N,,,07,STATIONARY,,iC,,WEST AGRO D B A DELAVAL MFG,501 S MITCHELL AVE,501,S MITCHELL AVE,MITCHELL,S,,,AVE,64601,MO,CHILLICOTHE,LIVINGSTON COUNTY,29117,US,"501 S MITCHELL AVE, CHILLICOTHE, MO  64601 US",REGULAR URBAN,,01-MAR-00,15-JUN-16,DSMITH04,,N,,,N,,Y,,39652034,NPDES,MONX00002,39.783333,-93.541662,ICIS,NAD83,GPS CARRIER PHASE STATIC RELATIVE POSITION,POINT WHERE SUBSTANCE IS RELEASED,,,4,4,CHILLICOTHE,LIVINGSTON COUNTY,64601,MO,29117,10280101,,291174805001143,06,,,,,,
