"","FACILITYID","NAME","ADDRESS","CITY","STATE","ZIP","ZIP4","TELEPHONE","TYPE","STATUS","POPULATION","COUNTY","COUNTYFIPS","COUNTRY","NAICS_CODE","NAICS_DESC","SOURCE","SOURCEDATE","VAL_METHOD","VAL_DATE","WEBSITE","SECURELVL","CAPACITY","SHAPE_Leng","GlobalID","CreationDa","Creator","EditDate","Editor","SHAPE_Le_1","SHAPE_Area","intersection","HUC","elevation","elev_units","LONGITUDE","LATITUDE","INDEX_CARCERAL","GEOID","URBAN","REGION"
"1250","10006445","RENO COUNTY JUVENILE DETENTION CENTER","219 W 2ND AVE","HUTCHINSON","KS","67501","-999","(620) 694-2500","COUNTY","OPEN",NA,"RENO","20155","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.renogov.org/131/Youth-Services",2018-03-12,"IMAGERY/OTHER",2019-12-11,"https://www.renogov.org/directory.aspx?did=6","JUVENILE",21,0.00249880861489,"{AA8671FF-810D-40EF-B0B2-B77C409380C7}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",310.985587677954,2.03297866e-07,84635,"110300110308",466.46,"meters",-97.936991429702,38.0542968308401,1347,201550006002023,"URBAN","WEST NORTH CENTRAL"
"1251","10004818","POTTAWATOMIE COUNTY JAIL","108 N 1ST STREET","WESTMORELAND","KS","66549","-999","(785) 457-3353","COUNTY","OPEN",NA,"POTTAWATOMIE","20149","USA","922140","CORRECTIONAL INSTITUTIONS","https://ptsheriff.com/divisions/jail/",2018-03-12,"IMAGERY/OTHER",2019-12-11,"https://ptsheriff.com/","NOT AVAILABLE",-999,0.00295947676858,"{C037856F-6B11-497D-B012-EDDEB0EFB274}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",369.990170557773,3.53315324e-07,14543,"102701020101",371.27,"meters",-96.4152387618367,39.3941191112934,1348,201490004004066,"RURAL","WEST NORTH CENTRAL"
"1252","10004038","TALBOT COUNTY DETENTION CENTER","115 W DOVER ST","EASTON","MD","21601","-999","(410) 770-8120","COUNTY","OPEN",67,"TALBOT","24041","USA","922140","CORRECTIONAL INSTITUTIONS","http://dlslibrary.state.md.us/publications/JCR/2016/2016_309.pdf",2016-08-30,"IMAGERY/OTHER",2019-12-16,"http://www.talbotcountymd.gov/index.php?page=Department_Corrections","MAXIMUM",148,0.00214738462425,"{2A3349FB-9E2C-42EE-BC42-2CD04CD99ADC}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",267.453325213556,2.45061573e-07,23097,"020600050504",6.58,"meters",-76.0790326400519,38.7748012246094,1350,240419603002004,"URBAN","SOUTH ATLANTIC"
"1253","10006354","LOWER EASTERN SHORE CHILDREN'S CENTER","405 NAYLOR MILL ROAD","SALISBURY","MD","21801","-999","(443) 523-1526","STATE","OPEN",18,"WICOMICO","24045","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.wicomicocounty.org/126/Corrections-Detention-Center",2017-10-13,"IMAGERY/OTHER",2019-12-16,"http://www.djs.state.md.us/Pages/facilities/index.aspx","JUVENILE",24,0.00292474576864,"{B612D16B-BFCF-4F90-8D35-5B21C50322CE}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",355.153342202702,4.15960463e-07,83409,"020801100301",13.71,"meters",-75.5807468041908,38.4084767255125,1351,240450107033052,"URBAN","SOUTH ATLANTIC"
"1254","10005522","GRAHAM COUNTY JAIL","11 COURT STREET","ROBBINSVILLE","NC","28771","-999","(828) 479-8650","COUNTY","OPEN",NA,"GRAHAM","37075","USA","922140","CORRECTIONAL INSTITUTIONS","https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf",2018-04-02,"IMAGERY/OTHER",2020-02-13,"http://grahamcounty.org/sheriff/","NOT AVAILABLE",8,0.00120565434477,"{74655895-736A-48C1-AD54-5F81E2431482}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",146.513237385267,6.5366686e-08,91428,"060102040106",626.82,"meters",-83.8067133166227,35.3230724755959,1352,370759203003018,"RURAL","SOUTH ATLANTIC"
"1255","10006148","FCI BUTNER MEDIUM I","OLD N CAROLINA HWY 75","BUTNER","NC","27509","-999","(919) 575-4541","FEDERAL","OPEN",662,"GRANVILLE","37077","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.bop.gov/locations/institutions/but/",2016-02-16,"IMAGERY/OTHER",2020-02-13,"https://www.bop.gov/locations/institutions/but/","MEDIUM",492,0.0143245251178,"{122ACE40-A143-46FC-86CD-A24A90F1985F}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1764.57672172888,1.4553926307e-05,92422,"030202010402",89.45,"meters",-78.8047697187772,36.1394063803588,1353,370630021004021,"RURAL","SOUTH ATLANTIC"
"1256","10002347","CALIPATRIA STATE PRISON (CAL)","7018 BLAIR ROAD","CALIPATRIA","CA","92233","-999","(760) 348-7000","STATE","OPEN",3711,"IMPERIAL","06025","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.cdcr.ca.gov/Reports_Research/Offender_Information_Services_Branch/Population_Reports.html",2017-10-18,"IMAGERY/OTHER",2019-11-25,"http://www.cdcr.ca.gov/Facilities_Locator/","MAXIMUM",2308,0.0315825975595,"{AA72B12F-FC8C-40D2-B7FB-68C5F99CB1D9}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",3736.04521269298,4.4060500543e-05,20686,"181002040807",-49.45,"meters",-115.484344144111,33.165693385907,1354,60250101011274,"RURAL","PACIFIC"
"1257","10001761","FCI BUTNER MEDIUM II","OLD N CAROLINA HWY 75","BUTNER","NC","27509","-999","(919) 575-8000","FEDERAL","OPEN",1549,"GRANVILLE","37077","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.bop.gov/locations/institutions/btf/",2016-02-16,"IMAGERY/OTHER",2020-02-13,"https://www.bop.gov/locations/institutions/btf/","MEDIUM",1151,0.0168537418771,"{23D333CD-A22E-4A25-802B-E2C13C5173E7}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",2150.65354048938,1.8064788213e-05,92422,"030202010402",130.5,"meters",-78.8060072043736,36.1464981339613,1355,370630021004021,"RURAL","SOUTH ATLANTIC"
"1258","10003998","MIDDLESEX COUNTY ADULT CORRECTION CENTER","ROUTE 130 AND APPLE ORCHARD LANE","NORTH BRUNSWICK","NJ","08902","-999","(732) 297-3636","COUNTY","OPEN",1182,"MIDDLESEX","34023","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.middlesexcountynj.gov/Government/Departments/PSH/Pages/adultcorrections_home.aspx",2016-02-15,"IMAGERY/OTHER",2020-02-04,"http://www.middlesexcountynj.gov/Government/Departments/PSH/Pages/default.aspx","NOT AVAILABLE",1436,0.00998754684058,"{F22D7B21-87B5-456F-B50D-DE78082F66A4}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1266.36091455541,3.349487847e-06,44254,"020301050505",18.77,"meters",-74.4891992978589,40.4206184250519,1356,340230062092001,"URBAN","MID ATLANTIC"
"1259","10002908","SOUTH TEXAS ICE PROCESSING CENTER","566 VETERANS DR","PEARSALL","TX","78061","-999","(210) 231-4505","FEDERAL","OPEN",1581,"FRIO","48163","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.ice.gov/detention-facility/south-texas-ice-processing-center, https://www.geogroup.com/Locations",2017-10-10,"IMAGERY/OTHER",2020-03-04,"https://www.ice.gov/detention-facilities","MAXIMUM",1904,0.0100450612797,"{C1A714AB-6D6A-4F7C-8CC6-C537AF09A1AB}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1206.32750727924,5.735089728e-06,50650,"121101061204",186.45,"meters",-99.1216823608358,28.8949647914284,1357,481639502011002,"URBAN","WEST SOUTH CENTRAL"
"1260","10001826","LEAVENWORTH DETENTION CENTER","100 HWY TERRACE","LEAVENWORTH","KS","66048","-999","(913) 727-3246","FEDERAL","OPEN",1100,"LEAVENWORTH","20103","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.corecivic.com/facilities/leavenworth-detention-center",2017-10-03,"IMAGERY/OTHER",2019-12-11,"http://www.corecivic.com/facilities/leavenworth-detention-center","MAXIMUM",1033,0.00770574630102,"{8D7F4948-54CF-4A01-BF72-EBD293CC1EFA}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",996.928926070198,3.556800827e-06,87080,"102400110601",263.3,"meters",-94.8921083120612,39.2722911518546,1358,201030705004022,"URBAN","WEST NORTH CENTRAL"
"1261","10004022","ALLEGANY COUNTY DETENTION CENTER","14300 MCMULLEN HWY","CUMBERLAND","MD","21502","-999","(301) 729-8540","COUNTY","OPEN",142,"ALLEGANY","24001","USA","922140","CORRECTIONAL INSTITUTIONS","http://dlslibrary.state.md.us/publications/JCR/2016/2016_309.pdf, https://www.alleganysheriff.com/en/",2016-08-30,"IMAGERY/OTHER",2019-12-16,"https://gov.allconet.org/1617/Detention-Center","NOT AVAILABLE",234,0.00638174413869,"{592A32DB-207E-4349-9830-9DD6A3F8A55F}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",780.823082792877,1.696941818e-06,82029,"020700020403",202.68,"meters",-78.8229436394315,39.5989648256934,1359,240010013002009,"URBAN","SOUTH ATLANTIC"
"1262","10004211","GASTON COUNTY JAIL","425 DR. MARTIN LUTHER KING JR WAY","GASTONIA","NC","28052","-999","(704) 869-6800","COUNTY","OPEN",NA,"GASTON","37071","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.gastoncountysheriffsoffice.com/inmate-search-disclaimer/",2018-04-02,"IMAGERY/OTHER",2020-02-13,"http://www.gastoncountysheriffsoffice.com/inmate-search-disclaimer/","NOT AVAILABLE",584,0.00795860596175,"{FB881B37-6DD2-406E-8652-463348E3EADB}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",966.290031045,1.747587008e-06,90520,"030501020603",243.6,"meters",-81.1836778393597,35.2676506151205,1360,370710320002022,"URBAN","SOUTH ATLANTIC"
"1263","10001023","ALEXANDER CORRECTIONAL INSTITUTION","633 OLD LANDFILL RD","TAYLORSVILLE","NC","28681","-999","(828) 632-1331","STATE","OPEN",1180,"ALEXANDER","37003","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Alexander-Correctional-Institution",2017-10-31,"IMAGERY/OTHER",2020-02-13,"https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities","CLOSE",1180,0.0174076171778,"{5B13B789-ED10-47BE-AA48-DA68814121D5}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",2141.99940354628,1.1157148447e-05,90300,"030501011004",334.9,"meters",-81.1767274743489,35.8844297206135,1361,370030406003005,"RURAL","SOUTH ATLANTIC"
"1264","10004037","ORDNANCE ROAD CORRECTIONAL CENTER","600 E ORDNANCE RD","GLEN BURNIE","MD","21060","-999","(410) 222-6350","COUNTY","OPEN",305,"ANNE ARUNDEL","24003","USA","922140","CORRECTIONAL INSTITUTIONS","http://dlslibrary.state.md.us/publications/JCR/2016/2016_309.pdf",2016-08-30,"IMAGERY/OTHER",2019-12-16,"https://www.aacounty.org/locations-and-directions/ordnance-road-correctional-center","MEDIUM",540,0.00943986409783,"{5C441C58-CDEE-4196-933D-96D8B9482D47}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1228.22910142067,4.5585548e-06,64297,"020600031202",11.41,"meters",-76.5938722421627,39.200172529088,1362,240037511022006,"URBAN","SOUTH ATLANTIC"
"1265","10004039","CALVERT COUNTY DETENTION CENTER","325 STAFFORD RD","PRINCE FREDERICK","MD","20678","-999","(410) 535-4300","COUNTY","OPEN",199,"CALVERT","24009","USA","922140","CORRECTIONAL INSTITUTIONS","http://dlslibrary.state.md.us/publications/JCR/2016/2016_309.pdf",2016-08-30,"IMAGERY/OTHER",2019-12-16,"https://www.co.cal.md.us/99/Detention-Center","MAXIMUM",228,0.00438340451747,"{C07AE6D0-DF08-4374-88D6-A5D911348644}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",540.180641003985,5.78716468e-07,84960,"020600060505",42.7,"meters",-76.614798735449,38.5366708663378,1363,240098607011025,"RURAL","SOUTH ATLANTIC"
"1266","10001759","BERTIE CORRECTIONAL INSTITUTION","218 COOPER HILL RD","WINDSOR","NC","27983","-999","(252) 794-8600","STATE","OPEN",1504,"BERTIE","37015","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Bertie-Correctional-Institution",2017-10-31,"IMAGERY/OTHER",2020-02-13,"https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Bertie-Correctional-Institution","CLOSE",1504,0.0125473763221,"{6077A714-DBED-420D-8D2C-044D730C4E00}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1565.88723107809,9.799627558e-06,91424,"030101070806",9.2,"meters",-76.9085925367253,35.9692523008119,1364,370159604023000,"RURAL","SOUTH ATLANTIC"
"1267","10006785","FREDERICK COUNTY WORK RELEASE FACILITY","7300 MARCIE'S CHOICE LN","FREDERICK","MD","21704","-999","NOT AVAILABLE","COUNTY","OPEN",55,"FREDERICK","24021","USA","922140","CORRECTIONAL INSTITUTIONS","http://dlslibrary.state.md.us/publications/JCR/2016/2016_309.pdf",2016-08-30,"IMAGERY/OTHER",2019-12-16,"https://www.frederickcosheriff.com/adult-detention-center","MINIMUM",128,0.00181805704612,"{2F10BE9F-D5E2-4D97-9F6D-72C01E8CFDC2}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",232.399158051193,1.92785338e-07,85242,"020700090704",78.52,"meters",-77.4152012899283,39.3649178498634,1365,240217510031032,"URBAN","SOUTH ATLANTIC"
"1268","10004743","GARRETT COUNTY JAIL","311 EAST ALDER STREET","OAKLAND","MD","21550","-999","(301) 334-5055","COUNTY","OPEN",42,"GARRETT","24023","USA","922140","CORRECTIONAL INSTITUTIONS","http://dlslibrary.state.md.us/publications/JCR/2016/2016_309.pdf",2016-08-30,"IMAGERY/OTHER",2019-12-16,"https://www.garrettcounty.org/sheriffs-office/detention-center","MAXIMUM",64,0.00341670406949,"{A634375D-C2FA-4B6E-9E20-0C5C3BF9C04B}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",418.270388267066,3.70385565e-07,85202,"050200060104",737.34,"meters",-79.4065386286808,39.4074498735007,1366,240230006012044,"URBAN","SOUTH ATLANTIC"
"1269","10004216","CARTERET CORRECTIONAL CENTER","1084 ORANGE ST","NEWPORT","NC","28570","-999","(252) 223-5100","STATE","OPEN",300,"CARTERET","37031","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Carteret-Correctional-Center",2017-10-31,"IMAGERY/OTHER",2020-02-13,"https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Carteret-Correctional-Center","MINIMUM",300,0.00710507264064,"{86075F2F-DE1E-42B8-A8BF-59C2F5FBF6D6}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",879.320529746925,2.364447793e-06,91353,"030203010402",3.83,"meters",-76.8453110117766,34.7821356752344,1367,370319707033028,"RURAL","SOUTH ATLANTIC"
"1270","10002363","HOWARD COUNTY DETENTION CENTER","7301 WATERLOO RD","JESSUP","MD","20794","-999","(410) 313-5200","COUNTY","OPEN",283,"HOWARD","24027","USA","922140","CORRECTIONAL INSTITUTIONS","http://dlslibrary.state.md.us/publications/JCR/2016/2016_309.pdf",2016-08-30,"IMAGERY/OTHER",2019-12-16,"https://www.howardcountymd.gov/Departments/Corrections/The-Facilities","NOT AVAILABLE",343,0.00695033537943,"{1D5E1874-5ECE-4EC8-A3DD-6E2B5F7FAC86}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",875.993835765631,1.612794387e-06,64293,"020600031102",68.78,"meters",-76.7817795134673,39.1695480937369,1368,240276012032026,"URBAN","SOUTH ATLANTIC"
"1271","10004177","DAVIDSON CORRECTIONAL CENTER","1400 THOMASON ST","LEXINGTON","NC","27292","-999","(336) 249-7528","STATE","OPEN",258,"DAVIDSON","37057","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Davidson-Correctional-Center",2017-10-31,"IMAGERY/OTHER",2020-02-13,"https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Davidson-Correctional-Center","MINIMUM",258,0.00569979067655,"{2FD02852-D8EA-4CB4-B15C-084DAA85DA2E}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",691.248086791571,1.591076383e-06,71764,"030401030206",214.94,"meters",-80.2311863111472,35.8152123359829,1371,370570614001022,"URBAN","SOUTH ATLANTIC"
"1272","10003997","MIDDLESEX COUNTY JUVENILE DETENTION CENTER","APPLE ORCHARD LANE","NORTH BRUNSWICK","NJ","08902","-999","(732) 297-8991","COUNTY","OPEN",56,"MIDDLESEX","34023","USA","922140","CORRECTIONAL INSTITUTIONS","http://www.middlesexcountynj.gov/Government/Departments/PSH/Pages/juvenile-detention.aspx",2016-02-15,"IMAGERY/OTHER",2020-02-04,"http://www.middlesexcountynj.gov/Government/Departments/PSH/Pages/juvenile-detention.aspx","JUVENILE",100,0.00579553531894,"{AE53399D-3221-473F-A316-71E107C6E823}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",751.647105789862,1.423309134e-06,44254,"020301050505",32.49,"meters",-74.4892605706201,40.428590753964,1372,340230062092001,"URBAN","MID ATLANTIC"
"1273","10004219","MORRISON CORRECTIONAL INSTITUTION","1573 MCDONALD CHURCH RD","HOFFMAN","NC","28347","-999","(910) 281-3161","STATE","OPEN",739,"RICHMOND","37153","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.ncdps.gov/adult-corrections/prisons/prison-facilities/morrison-correctional-institution",2017-10-31,"IMAGERY/OTHER",2020-02-13,"https://www.ncdps.gov/adult-corrections/prisons/prison-facilities/morrison-correctional-institution","MEDIUM",801,0.0279324948309,"{8503184A-DB97-45B7-9BCB-0132BD657B98}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",3384.84389040713,1.3749606035e-05,92717,"030402010102",122.22,"meters",-79.6071274372862,35.0219305340208,1373,371539701002002,"RURAL","SOUTH ATLANTIC"
"1274","10001763","NASH CORRECTIONAL INSTITUTION","2869 US 64 ALT","NASHVILLE","NC","27856","-999","(252) 459-4455","STATE","OPEN",652,"NASH","37127","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Nash-Correctional-Institution",2017-10-31,"IMAGERY/OTHER",2020-02-13,"https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Nash-Correctional-Institution","MEDIUM",654,0.0144915959842,"{0A42C771-9735-4FBF-B0BA-1372A12C96D1}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1784.02405917395,1.2412302094e-05,90488,"030201010605",63.38,"meters",-78.0151484313664,35.9691042032569,1374,371270111041002,"RURAL","SOUTH ATLANTIC"
"1275","10004041","ST. MARY'S COUNTY DETENTION CENTER","41880 BALDRIDGE ST","LEONARDTOWN","MD","20650","-999","(301) 475-4200 EXT 2200","COUNTY","OPEN",198,"ST. MARY'S","24037","USA","922140","CORRECTIONAL INSTITUTIONS","http://dlslibrary.state.md.us/publications/JCR/2016/2016_309.pdf",2016-08-30,"IMAGERY/OTHER",2019-12-16,"https://www.firstsheriff.com/corrections.asp","NOT AVAILABLE",245,0.00500967832256,"{14A30445-953C-44CA-BF7D-136BB8BD8E55}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",621.536511033485,6.93613452e-07,84398,"020700110702",30.16,"meters",-76.6278693443086,38.3028899909403,1375,240378755021053,"URBAN","SOUTH ATLANTIC"
"1276","10004042","WORCESTER COUNTY JAIL","5022 JOYNER RD","SNOW HILL","MD","21863","-999","(410) 632-1300","COUNTY","OPEN",184,"WORCESTER","24047","USA","922140","CORRECTIONAL INSTITUTIONS","http://dlslibrary.state.md.us/publications/JCR/2016/2016_309.pdf",2016-08-30,"IMAGERY/OTHER",2019-12-16,"http://www.co.worcester.md.us/departments/jail","NOT AVAILABLE",480,0.00837632259596,"{90A3A71F-354F-4D4F-A90E-9B63CADE0EB3}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1040.09522235979,2.120794932e-06,85120,"020801110205",6.69,"meters",-75.3758057937859,38.1697860613313,1376,240479513002048,"RURAL","SOUTH ATLANTIC"
"1277","10001148","ALLENDALE COUNTY JAIL","170 LAW ENFORCEMENT COURT","ALLENDALE","SC","29827","-999","NOT AVAILABLE","COUNTY","OPEN",NA,"ALLENDALE","45005","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.allendalecounty.com/government/county_government/county_offices.php",2014-10-02,"IMAGERY/OTHER",2020-02-07,"NOT AVAILABLE","NOT AVAILABLE",-999,0.00223771996618,"{9D9058D8-1B22-4689-B07E-B6180F9B73A6}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",271.573804734461,2.16381258e-07,13118,"030502080201",49.39,"meters",-81.2860837183753,32.9895593929977,1377,450059702014029,"RURAL","SOUTH ATLANTIC"
"1278","10001801","NEW HANOVER CORRECTIONAL CENTER","330 DIVISION DR","WILMINGTON","NC","28402","-999","(910) 251-2666","STATE","OPEN",387,"NEW HANOVER","37129","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/New-Hanover-Correctional-Center",2017-10-31,"IMAGERY/OTHER",2020-02-13,"https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/New-Hanover-Correctional-Center","MINIMUM",384,0.00803788601238,"{FE517264-5A26-4DFA-8DE4-4A3EEC5DCB9E}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",996.275484099382,3.419225361e-06,14000,"030300070808",7.57,"meters",-77.9226686564133,34.266487446122,1378,371290115042036,"URBAN","SOUTH ATLANTIC"
"1279","10006008","WASHINGTON COUNTY CORRECTIONAL FACILITY","611 SW ADAMS BLVD","BARTLESVILLE","OK","74003","-999","(918) 332-4000","COUNTY","OPEN",213,"WASHINGTON","40147","USA","922140","CORRECTIONAL INSTITUTIONS","http://countycourthouse.org/pages/county-sheriff, http://countycourthouse.org/caffeine/uploads/files/Headcount.pdf, http://www.aipok.com/correctional/washington-county-criminal-justice-center/",2016-02-15,"IMAGERY/OTHER",2020-01-21,"http://countycourthouse.org/pages/county-sheriff","NOT AVAILABLE",188,0.00370704711777,"{73C4455C-8B97-429B-A444-1E3BF6022142}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",456.118616600648,4.31462008e-07,45038,"110701060507",213.02,"meters",-95.9855328240555,36.7466515472077,1380,401470002002077,"URBAN","WEST SOUTH CENTRAL"
"1280","10001552","BALTIMORE CITY CORRECTIONAL CENTER","901 GREENMOUNT AVE","BALTIMORE","MD","21202","-999","(410) 332-4340","STATE","OPEN",503,"BALTIMORE (CITY)","24510","USA","922140","CORRECTIONAL INSTITUTIONS","http://dpscs.maryland.gov/locations/bccc.shtml",2016-06-30,"IMAGERY/OTHER",2019-12-16,"http://www.dpscs.maryland.gov/locations/prisons.shtml","MINIMUM",495,0.00499080908065,"{20A6BE79-7BB7-46C5-844B-54AE75D7AF73}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",670.661353803944,1.00528685e-06,64295,"020600031201",20.12,"meters",-76.6064618051906,39.3001316619021,1381,245101002003006,"URBAN","SOUTH ATLANTIC"
"1281","10006011","TEXAS COUNTY JUVENILE DETENTION CENTER","502 S FIELDS","HOOKER","OK","73945","-999","(580) 652-2933","COUNTY","OPEN",NA,"TEXAS","40139","USA","922140","CORRECTIONAL INSTITUTIONS","https://texas.okcounties.org/offices/juvenile-detention-center",2018-04-16,"IMAGERY/OTHER",2020-01-21,"https://texas.okcounties.org/offices/juvenile-detention-center","JUVENILE",6,0.00205871000014,"{5C77FD83-A0A9-4D18-977E-15E01CA2F81E}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",255.610999997705,2.36892911e-07,23645,"111001020301",908.56,"meters",-101.212011601278,36.8554491199611,1382,401399506003025,"RURAL","WEST SOUTH CENTRAL"
"1282","10004173","NORTH CAROLINA CORRECTIONAL INSTITUTION FOR WOMEN","1034 BRAGG ST","RALEIGH","NC","27610","-999","(919) 733-4340","STATE","OPEN",1646,"WAKE","37183","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/NC-Correctional-Institution-for-Women",2017-10-31,"IMAGERY/OTHER",2020-02-13,"https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/NC-Correctional-Institution-for-Women","CLOSE",1776,0.0207493782114,"{F64ADD8C-D0E1-4BE2-AE9B-18368F2C7609}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",2663.19661109837,1.2451861945e-05,92593,"030202011101",85.9,"meters",-78.6209641586937,35.7647059785792,1383,371830508003009,"URBAN","SOUTH ATLANTIC"
"1283","10004165","ORANGE CORRECTIONAL CENTER","2110 CLARENCE WALTERS RD","HILLSBOROUGH","NC","27278","-999","(919) 732-9301","STATE","OPEN",198,"ORANGE","37135","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Orange-Correctional-Institution",2017-10-31,"IMAGERY/OTHER",2020-02-13,"https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Orange-Correctional-Institution","MINIMUM",200,0.00788297314254,"{B0F1658D-9EF7-47FE-BEAD-6D815E1B3801}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",942.66540650662,1.900416016e-06,92418,"030202010302",200.6,"meters",-79.101183827723,36.0534519764917,1384,371350109022009,"URBAN","SOUTH ATLANTIC"
"1284","10001788","PAMLICO CORRECTIONAL INSTITUTION","601 N THIRD ST","BAYBORO","NC","28515","-999","(252) 745-3074","STATE","OPEN",561,"PAMLICO","37137","USA","922140","CORRECTIONAL INSTITUTIONS","https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Pamlico-Correctional-Institution",2017-10-31,"IMAGERY/OTHER",2020-02-13,"https://www.ncdps.gov/Adult-Corrections/Prisons/Prison-Facilities/Pamlico-Correctional-Institution","MEDIUM",550,0.00886318160598,"{E5E4084B-2354-453C-A32C-022F1315D926}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1096.68747224574,5.128803153e-06,91385,"030202040801",4.22,"meters",-76.7708071193958,35.1604358688653,1385,371379501031059,"RURAL","SOUTH ATLANTIC"
"1285","10004035","METROPOLITAN TRANSITION CENTER","954 FORREST ST","BALTIMORE","MD","21202","-999","(410) 230-1452","STATE","OPEN",202,"BALTIMORE (CITY)","24510","USA","922140","CORRECTIONAL INSTITUTIONS","http://dpscs.maryland.gov/locations/mtc.shtml",2016-06-30,"IMAGERY/OTHER",2019-12-16,"http://www.dpscs.maryland.gov/locations/prisons.shtml","MINIMUM",580,0.00869568915224,"{54641D80-10BB-41BB-AA73-6B48FECD6F52}",2022-01-07,"HostedByHIFLD",2022-01-07,"HostedByHIFLD",1105.73608007753,3.294955868e-06,64295,"020600031201",17.43,"meters",-76.6085661424808,39.3000616237072,1387,245101003001001,"URBAN","SOUTH ATLANTIC"
