"","FACILITYID","NAME","POPULATION","TYPE","SECURELVL","URBAN","STATE","REGION","PFAS_ID_COLUMN","PFAS_NAME","PFAS_INDUSTRY","PFAS_SOURCE","PFAS_LEVEL","LATITUDE","LONGITUDE"
"111","10002301","CENTRAL RECEPTION AND ASSIGNMENT FACILITY",578,"STATE","MAXIMUM","URBAN","NJ","MID ATLANTIC",235,"Former Naval Air Warfare Center Trenton","Military Installment","Firefighting foam used at Former Naval Air Warfare Center Trenton, now Trenton-Mercer Airport",27800,40.2475959359499,-74.8045260691433
"112","10001437","SHISA HOUSE - WEST",28,"STATE","MINIMUM","URBAN","FL","SOUTH ATLANTIC",1552,"Randolph Alterations & Drycleaner","Industrial Facilities","Unknown",150,30.4461030914974,-84.286486355743
"113","10004649","MIAMI NORTH COMMUNITY RELEASE CENTER",176,"STATE","MINIMUM","URBAN","FL","SOUTH ATLANTIC",1516,"Turbo Power, Inc.","Industrial Facilities","Unknown",25,25.8111136748723,-80.3123637875202
"114","10004649","MIAMI NORTH COMMUNITY RELEASE CENTER",176,"STATE","MINIMUM","URBAN","FL","SOUTH ATLANTIC",1517,"Upsilon Davis","Industrial Facilities","Electroplater",243,25.8111136748723,-80.3123637875202
"115","10001443","SHISA HOUSE - EAST",6,"STATE","NOT AVAILABLE","URBAN","FL","SOUTH ATLANTIC",1499,"Jackson Atomics","Industrial Facilities","Unknown",23,30.3078559729081,-81.6967967938376
"116","10001958","BETHEL YOUTH FACILITY",9,"STATE","JUVENILE","URBAN","AK","PACIFIC",1464,"Bethel Airport","Major Airports (FAA Part 139)","Unknown",25000,60.7870710622454,-161.787554338319
"117","10000441","MARION WORK CAMP",274,"STATE","NOT AVAILABLE","RURAL","FL","SOUTH ATLANTIC",1280,"Ocala Readiness Center","Military Installment","Unknown",27,29.3044841747771,-82.1819101791
"118","10001722","ENID COMMUNITY CORRECTIONS CENTER",95,"STATE","MINIMUM","URBAN","OK","WEST SOUTH CENTRAL",277,"Vance Air Force Base","Military Installment","Firefighting foam used at Vance Air Force Base / Kegelman Auxiliary Field",347000,36.3957023211135,-97.8478419725882
"119","10001367","MACOMB COUNTY JAIL",1148,"COUNTY","MEDIUM","URBAN","MI","EAST NORTH CENTRAL",498,"South Macomb Disposal Authority","Industrial Facilities","Unknown",50,42.6172665259484,-82.8887603409344
"120","10000781","SACRAMENTO COUNTY WORK RELEASE",1700,"COUNTY","MINIMUM","URBAN","CA","PACIFIC",47,"Mather Air Force Base","Military Installment","Firefighting foam used at Former Mather Air Force Base",910000,38.6002800634829,-121.494130450938
"121","10000781","SACRAMENTO COUNTY WORK RELEASE",1700,"COUNTY","MINIMUM","URBAN","CA","PACIFIC",877,"28th Street Landfill","Industrial Facilities","Unknown",127,38.6002800634829,-121.494130450938
"122","10000781","SACRAMENTO COUNTY WORK RELEASE",1700,"COUNTY","MINIMUM","URBAN","CA","PACIFIC",939,"Dellar Landfill","Industrial Facilities","Unknown",606,38.6002800634829,-121.494130450938
"123","10000781","SACRAMENTO COUNTY WORK RELEASE",1700,"COUNTY","MINIMUM","URBAN","CA","PACIFIC",950,"Elvas Quarry Landfill","Industrial Facilities","Unknown",320400,38.6002800634829,-121.494130450938
"124","10000781","SACRAMENTO COUNTY WORK RELEASE",1700,"COUNTY","MINIMUM","URBAN","CA","PACIFIC",977,"Inactive Rancho Cordova Test Site - Mcdonnell Douglas","Industrial Facilities","Unknown",41,38.6002800634829,-121.494130450938
"125","10000488","HILLSBOROUGH COUNTY JAIL, ORIENT ROAD",670,"COUNTY","MAXIMUM","URBAN","FL","SOUTH ATLANTIC",1534,"Hillsborough Community College Fire Academy","Industrial Facilities","Unknown",880,27.9587442361038,-82.3713170042328
"126","10000797","SAN JOAQUIN COUNTY JUVENILE HALL",188,"COUNTY","JUVENILE","URBAN","CA","PACIFIC",1276,"Sharpe Army Depot","Military Installment","Unknown",44,37.883584426744,-121.290654152257
"127","10004266","HARRISON COUNTY ADULT DETENTION CENTER",850,"COUNTY","MAXIMUM","URBAN","MS","EAST SOUTH CENTRAL",203,"Gulfport Naval Construction Battalion Center","Military Installment","Firefighting foam used at Gulfport Naval Construction Battalion Center",798,30.4392430097399,-89.0546943425877
"128","10000891","PITCHESS DETENTION CENTER-SOUTH",1281,"COUNTY","MEDIUM","URBAN","CA","PACIFIC",1040,"Peter Pitchess Landfill","Industrial Facilities","Unknown",48,34.4660550919462,-118.59961166387
"129","10001511","ESSEX COUNTY YOUTH DETENTION CENTER",125,"COUNTY","JUVENILE","URBAN","NJ","MID ATLANTIC",1647,"Orange Valley Regional Ground Water Contamination","Industrial Facilities","Unknown",NA,40.7477491416282,-74.1852433610375
"130","10004016","CUMBERLAND COUNTY JAIL",445,"COUNTY","MEDIUM","URBAN","NJ","MID ATLANTIC",1315,"Bridgeton Armory","Military Installment","Unknown",1,39.4270907104729,-75.2388866835309
"131","10000346","ESCAMBIA COUNTY MAIN JAIL",899,"COUNTY","MAXIMUM","URBAN","FL","SOUTH ATLANTIC",1495,"Beggs Lane","Industrial Facilities","Unknown",NA,30.4437053536657,-87.2370304971064
"132","10006487","CHULA VISTA JAIL",54,"LOCAL","NOT AVAILABLE","URBAN","CA","PACIFIC",890,"Balboa Park Landfill","Industrial Facilities","Unknown",191,32.6399327217504,-117.083037590268
"133","10006487","CHULA VISTA JAIL",54,"LOCAL","NOT AVAILABLE","URBAN","CA","PACIFIC",1036,"Paradise Hills Park Landfill","Industrial Facilities","Unknown",195,32.6399327217504,-117.083037590268
"134","10002651","SHELBY COUNTY JAIL",200,"COUNTY","NOT AVAILABLE","URBAN","IN","EAST NORTH CENTRAL",1282,"Shelbyville Army Aviation Support Facility","Military Installment","Unknown",15,39.5205321991599,-85.7785876196276
"135","10000623","YUMA COUNTY DETENTION CENTER",436,"COUNTY","MAXIMUM","URBAN","AZ","MOUNTAIN",30,"Marine Corps Air Station Yuma","Military Installment","Firefighting foam used at Marine Corps Air Station Yuma",185,32.7246680223385,-114.622449604287
"136","10003988","ESSEX COUNTY-DELANEY HALL DETENTION FACILITY",NA,"COUNTY","NOT AVAILABLE","URBAN","NJ","MID ATLANTIC",1647,"Orange Valley Regional Ground Water Contamination","Industrial Facilities","Unknown",NA,40.7180722544334,-74.1286858746929
"137","10000742","GLEN MILLS SCHOOL",NA,"LOCAL","JUVENILE","RURAL","PA","MID ATLANTIC",1254,"National Foam Manufacturing Facility","Industrial Facilities","AFFF manufacturing",141700,39.9173870153503,-75.4980822353644
"138","10000608","MARICOPA COUNTY JAIL - LOWER BUCKEYE JAIL",NA,"COUNTY","MAXIMUM","URBAN","AZ","MOUNTAIN",31,"Phoenix Air National Guard Base","Military Installment","Firefighting foam used at Phoenix ANGB / Sky Harbor Int Airport",205,33.4243854929492,-112.130188373454
"139","10000609","MARICOPA COUNTY JAIL - TOWERS JAIL",800,"COUNTY","MEDIUM","URBAN","AZ","MOUNTAIN",31,"Phoenix Air National Guard Base","Military Installment","Firefighting foam used at Phoenix ANGB / Sky Harbor Int Airport",205,33.4261171890251,-112.126783358927
"140","10001442","COMMUNITY TRANSITION CENTER",258,"LOCAL","NOT AVAILABLE","URBAN","FL","SOUTH ATLANTIC",1494,"960 North Market Street Inc","Industrial Facilities","Steel/metal/electrical processor",48,30.3279953664171,-81.6488828309867
"141","10001442","COMMUNITY TRANSITION CENTER",258,"LOCAL","NOT AVAILABLE","URBAN","FL","SOUTH ATLANTIC",1499,"Jackson Atomics","Industrial Facilities","Unknown",23,30.3279953664171,-81.6488828309867
"142","10001253","WICHITA COUNTY JAIL - DOWNTOWN FACILITY",39,"COUNTY","NOT AVAILABLE","URBAN","TX","WEST SOUTH CENTRAL",312,"Sheppard Air Force Base","Military Installment","Firefighting foam used at Sheppard Air Force Base",3502600,33.9124680303352,-98.4952004328915
"143","10005366","PACIFIC AREA COMMUNITY JAIL",NA,"LOCAL","NOT AVAILABLE","URBAN","CA","PACIFIC",974,"Hudson Element La","Industrial Facilities","Unknown",66,33.9916306332583,-118.419852592563
"144","10002389","VIRGINIA BEACH CORRECTIONAL CENTER",1381,"LOCAL","MAXIMUM","URBAN","VA","SOUTH ATLANTIC",320,"Naval Air Station Oceana","Military Installment","Firefighting foam used at Field",562790,36.7529541214244,-76.06159078816
"145","10004440","ESSEX COUNTY WOMEN IN TRANSITION CENTER",30,"COUNTY","MINIMUM","URBAN","MA","NEW ENGLAND",1576,"MicroFab Inc (Former)","Industrial Facilities","Unknown",NA,42.8433011212278,-70.8949148635995
"146","10006307","CAI - OCEAN VIEW",NA,"MULTI","MINIMUM","URBAN","CA","PACIFIC",1074,"South Chollas Landfill","Industrial Facilities","Unknown",243,32.7002528796367,-117.118028566496
"147","10006783","WESTERN MASSACHUSETTS REGIONAL WOMEN'S CORRECTIONAL CENTER",256,"COUNTY","NOT AVAILABLE","URBAN","MA","NEW ENGLAND",121,"Westover Air Reserve Base","Military Installment","Firefighting foam used at Westover Air Reserve Base",313000,42.1291942585652,-72.6105952123716
"148","10006784","HAMPDEN COUNTY PRE-RELEASE CENTER",207,"COUNTY","MINIMUM","URBAN","MA","NEW ENGLAND",121,"Westover Air Reserve Base","Military Installment","Firefighting foam used at Westover Air Reserve Base",313000,42.2016685674565,-72.5094849841921
"149","10003318","VIRGINIA BEACH JUVENILE DETENTION CENTER",54,"LOCAL","JUVENILE","URBAN","VA","SOUTH ATLANTIC",320,"Naval Air Station Oceana","Military Installment","Firefighting foam used at Field",562790,36.7509077240925,-76.0631844412393
"150","10001392","NORTHEASTERN CORRECTIONAL INSTITUTION",193,"STATE","MINIMUM","URBAN","MA","NEW ENGLAND",1572,"Fort Devens-Sudbury Training Annex","Military Installment","Unknown",NA,42.4722627118296,-71.3979683965338
"151","10003604","CASS COUNTY JAIL",256,"COUNTY","MAXIMUM","URBAN","ND","WEST NORTH CENTRAL",1741,"Fargo Wastewater Treatment Plant","Wastewater Treatment Plants","Unknown",80,46.8696315698126,-96.8330019189124
"152","10000165","FMC CARSWELL",1227,"FEDERAL","MAXIMUM","URBAN","TX","WEST SOUTH CENTRAL",1766,"Air Force Plant 4","Military Installment","Unknown",881200,32.7840910444579,-97.4187363313447
"153","10003603","JAMES RIVER CORRECTIONAL CENTER",439,"STATE","MAXIMUM","RURAL","ND","WEST NORTH CENTRAL",1747,"Jamestown Cell D Wastewater Treatment Plant","Wastewater Treatment Plants","Unknown",65,46.8832292451611,-98.6850704568279
"154","10003603","JAMES RIVER CORRECTIONAL CENTER",439,"STATE","MAXIMUM","RURAL","ND","WEST NORTH CENTRAL",1748,"Jamestown Wastewater Treatment Plant","Wastewater Treatment Plants","Unknown",30,46.8832292451611,-98.6850704568279
"155","10003602","MISSOURI RIVER CORRECTIONAL CENTER",187,"STATE","MINIMUM","RURAL","ND","WEST NORTH CENTRAL",1735,"Bismarck Wastewater Treatment Plant","Wastewater Treatment Plants","Unknown",41,46.7537877909231,-100.822780794586
"156","10006588","NORTH DAKOTA STATE HOSPITAL - TOMPKINS REHABILITATION AND CORRECTIONS CENTER",102,"STATE","MINIMUM","RURAL","ND","WEST NORTH CENTRAL",1747,"Jamestown Cell D Wastewater Treatment Plant","Wastewater Treatment Plants","Unknown",65,46.8821056331471,-98.6882019700218
"157","10006588","NORTH DAKOTA STATE HOSPITAL - TOMPKINS REHABILITATION AND CORRECTIONS CENTER",102,"STATE","MINIMUM","RURAL","ND","WEST NORTH CENTRAL",1748,"Jamestown Wastewater Treatment Plant","Wastewater Treatment Plants","Unknown",30,46.8821056331471,-98.6882019700218
"158","10003626","MONTANA WOMEN'S PRISON",208,"STATE","MAXIMUM","URBAN","MT","MOUNTAIN",1305,"Billings Field Maintenance Shop 06","Military Installment","Unknown",6,45.7750511138414,-108.495474430635
"159","10003818","SHAWONO CENTER",NA,"STATE","JUVENILE","RURAL","MI","EAST NORTH CENTRAL",127,"Camp Grayling Joint Maneuver Training Center","Military Installment","Firefighting foam used at Camp Grayling Army Airfield/Joint Maneuver Training Center ",2650,44.6858472538341,-84.8133398687625
"160","10006981","LIGHT HOUSE GROUP FOSTER HOME",6,"STATE","JUVENILE","RURAL","MN","WEST NORTH CENTRAL",1399,"Grand Rapids Area Sanitary Landfill","Industrial Facilities","Unknown",3450,47.2541386991136,-93.5539592823701
"161","10001915","WOODSIDE JUVENILE REHABILITATION CENTER",5,"STATE","JUVENILE","URBAN","VT","NEW ENGLAND",318,"Burlington Air National Guard Base","Military Installment","Firefighting foam used at Burlington ANGB/International Airport",46332,44.5022144163279,-73.1443997617882
"162","10001915","WOODSIDE JUVENILE REHABILITATION CENTER",5,"STATE","JUVENILE","URBAN","VT","NEW ENGLAND",858,"Rathe Landfill","Industrial Facilities","Unknown",209,44.5022144163279,-73.1443997617882
"163","10001915","WOODSIDE JUVENILE REHABILITATION CENTER",5,"STATE","JUVENILE","URBAN","VT","NEW ENGLAND",860,"South Burlington Landfill","Industrial Facilities","Unknown",109,44.5022144163279,-73.1443997617882
"164","10001915","WOODSIDE JUVENILE REHABILITATION CENTER",5,"STATE","JUVENILE","URBAN","VT","NEW ENGLAND",1777,"Champlain Cable","Industrial Facilities","Wirecoating operations",7200,44.5022144163279,-73.1443997617882
"165","10001915","WOODSIDE JUVENILE REHABILITATION CENTER",5,"STATE","JUVENILE","URBAN","VT","NEW ENGLAND",1779,"CSWD Williston Lined Landfill","Industrial Facilities","Unknown",33,44.5022144163279,-73.1443997617882
"166","10001915","WOODSIDE JUVENILE REHABILITATION CENTER",5,"STATE","JUVENILE","URBAN","VT","NEW ENGLAND",1787,"Global Foundries","Industrial Facilities","Semiconductor manufacturing",7200,44.5022144163279,-73.1443997617882
"167","10001915","WOODSIDE JUVENILE REHABILITATION CENTER",5,"STATE","JUVENILE","URBAN","VT","NEW ENGLAND",1796,"South Burlington Wastewater Treatment Plant","Wastewater Treatment Plants","Received leachate from landfills",23,44.5022144163279,-73.1443997617882
"168","10003848","KALAMAZOO COUNTY JAIL",307,"COUNTY","NOT AVAILABLE","URBAN","MI","EAST NORTH CENTRAL",1111,"Aero-Motive Company","Industrial Facilities","Sources of onsite pollution include waste dumped in a disposal pit; trichloroethene (TCE) used for cleaning and in a degreaser, floor drains, and other solvents dumped near the loading dock and in an onsite disposal pit. A release from a 2,500-gallon underground storage tank was reported in 1991. The contaminants detected in the soil and groundwater are volatile organic compounds, mainly the degreasing chemical TCE and associated degradation compounds. PFAS sampling was conducted by ELGE and their consultant due to the historical operations that may have involved PFAS coated or containing products and, known historical presence and migration of contaminants, and the close proximity of residential wells.",72,42.2758530137024,-85.5495035789234
"169","10003848","KALAMAZOO COUNTY JAIL",307,"COUNTY","NOT AVAILABLE","URBAN","MI","EAST NORTH CENTRAL",1113,"King Highway Landfill","Industrial Facilities","Unknown",84,42.2758530137024,-85.5495035789234
"170","10003848","KALAMAZOO COUNTY JAIL",307,"COUNTY","NOT AVAILABLE","URBAN","MI","EAST NORTH CENTRAL",1369,"Kalamazoo-Battle Creek International Airport","Major Airports (FAA Part 139)","AFFF spill",1940,42.2758530137024,-85.5495035789234
"171","10003831","KENT COUNTY CORRECTIONAL FACILITY",1071,"COUNTY","MAXIMUM","URBAN","MI","EAST NORTH CENTRAL",130,"State Disposal Superfund","Industrial Facilities","This site was a licensed waste disposal facility from 1966 to 1976. This is a State-led Superfund site. The study area is approximately 800 acres of wooded, agricultural, and residential properties. Waste Management of Michigan Inc., (WMMI) is the liable party for this site. 
(MPART, 4.21.20 - State Disposal Superfund Site)",2652,42.9752093706683,-85.6322821991173
"172","10003831","KENT COUNTY CORRECTIONAL FACILITY",1071,"COUNTY","MAXIMUM","URBAN","MI","EAST NORTH CENTRAL",1296,"Belmont Armory","Military Installment","Unknown",508,42.9752093706683,-85.6322821991173
"173","10003829","KENT COUNTY JUVENILE DETENTION CENTER",51,"COUNTY","JUVENILE","URBAN","MI","EAST NORTH CENTRAL",130,"State Disposal Superfund","Industrial Facilities","This site was a licensed waste disposal facility from 1966 to 1976. This is a State-led Superfund site. The study area is approximately 800 acres of wooded, agricultural, and residential properties. Waste Management of Michigan Inc., (WMMI) is the liable party for this site. 
(MPART, 4.21.20 - State Disposal Superfund Site)",2652,42.9819812122009,-85.6326206313308
"174","10003829","KENT COUNTY JUVENILE DETENTION CENTER",51,"COUNTY","JUVENILE","URBAN","MI","EAST NORTH CENTRAL",1296,"Belmont Armory","Military Installment","Unknown",508,42.9819812122009,-85.6326206313308
"175","10003836","MACOMB COUNTY JUVENILE JUSTICE CENTER",87,"COUNTY","JUVENILE","URBAN","MI","EAST NORTH CENTRAL",498,"South Macomb Disposal Authority","Industrial Facilities","Unknown",50,42.6158228091848,-82.8932384768915
"176","10001343","MARQUETTE COUNTY JAIL",NA,"COUNTY","NOT AVAILABLE","URBAN","MI","EAST NORTH CENTRAL",1616,"Marquette Wastewater Treatment Plant","Wastewater Treatment Plants","Unknown",11,46.5418552051556,-87.3978763173972
"177","10006995","OAKRIDGE COMMUNITY FACILITY",NA,"STATE","JUVENILE","URBAN","WA","PACIFIC",328,"Joint Base Lewis-McChord","Military Installment","Firefighting foam Joint Base Lewis-McChord (JBLM)",263,47.1797428359996,-122.553836530554
"178","10000874","WESTERN REGION DETENTION FACILITY",733,"FEDERAL","MAXIMUM","URBAN","CA","PACIFIC",890,"Balboa Park Landfill","Industrial Facilities","Unknown",191,32.7169507988693,-117.165181264687
"179","10000874","WESTERN REGION DETENTION FACILITY",733,"FEDERAL","MAXIMUM","URBAN","CA","PACIFIC",1036,"Paradise Hills Park Landfill","Industrial Facilities","Unknown",195,32.7169507988693,-117.165181264687
"180","10003978","ICE FLORENCE SPC",384,"FEDERAL","NOT AVAILABLE","URBAN","AZ","MOUNTAIN",1265,"Florence Military Reservation","Military Installment","Unknown",1,33.0640499383541,-111.38329563043
"181","10004622","BRADENTON BRIDGE",116,"STATE","MINIMUM","URBAN","FL","SOUTH ATLANTIC",1513,"Spindrift-Whogas Inc","Industrial Facilities","Electroplater",43,27.428600338138,-82.5376784558432
"182","10004622","BRADENTON BRIDGE",116,"STATE","MINIMUM","URBAN","FL","SOUTH ATLANTIC",1515,"Tortuga, Inc.","Industrial Facilities","Unknown",NA,27.428600338138,-82.5376784558432
"183","10004622","BRADENTON BRIDGE",116,"STATE","MINIMUM","URBAN","FL","SOUTH ATLANTIC",1546,"North Trail Laundryland","Industrial Facilities","Unknown",220,27.428600338138,-82.5376784558432
"184","10003698","DECATUR COMMUNITY BASED FACILITY / COMMUNITY WORK CENTER",555,"STATE","MINIMUM","URBAN","AL","EAST SOUTH CENTRAL",870,"Brookhaven/Aquadome Landfill","Industrial Facilities","Unknown",3770,34.6175672822676,-87.005628135003
"185","10000135","DEPARTMENT OF YOUTH SERVICES-VACCA CAMPUS",NA,"STATE","JUVENILE","URBAN","AL","EAST SOUTH CENTRAL",5,"Sumpter Smith Joint National Guard Base","Military Installment","Firefighting foam used at Birmingham International Airport / ANGB",86060,33.5860309185952,-86.7112187803405
"186","10000355","GULF COAST YOUTH ACADEMY",102,"STATE","JUVENILE","URBAN","FL","SOUTH ATLANTIC",75,"Eglin Air Force Base","Military Installment","Firefighting foam used at Eglin Air Force Base",832985,30.4562190176213,-86.6359031658052
"187","10000355","GULF COAST YOUTH ACADEMY",102,"STATE","JUVENILE","URBAN","FL","SOUTH ATLANTIC",81,"Hurlburt Field Air Force Base","Military Installment","Firefighting foam used at Hurlburt Field Air Force Base",387363,30.4562190176213,-86.6359031658052
"188","10000355","GULF COAST YOUTH ACADEMY",102,"STATE","JUVENILE","URBAN","FL","SOUTH ATLANTIC",1519,"West Florida Scrap Metal - Former","Industrial Facilities","Unknown",831,30.4562190176213,-86.6359031658052
"189","10004118","NH STATE PRISON FOR MEN",1412,"STATE","MAXIMUM","URBAN","NH","NEW ENGLAND",538,"Beede EleCenterical Instrument Co","Industrial Facilities","Unknown",16,43.2271084886853,-71.5588179560092
"190","10004118","NH STATE PRISON FOR MEN",1412,"STATE","MAXIMUM","URBAN","NH","NEW ENGLAND",560,"Canterbury Landfill","Industrial Facilities","Unknown",3979,43.2271084886853,-71.5588179560092
"191","10004118","NH STATE PRISON FOR MEN",1412,"STATE","MAXIMUM","URBAN","NH","NEW ENGLAND",649,"Former Vishay Sprague","Industrial Facilities","Unknown",158,43.2271084886853,-71.5588179560092
"192","10004118","NH STATE PRISON FOR MEN",1412,"STATE","MAXIMUM","URBAN","NH","NEW ENGLAND",761,"Old Suncook Road Landfill","Industrial Facilities","Unknown",262,43.2271084886853,-71.5588179560092
"193","10004118","NH STATE PRISON FOR MEN",1412,"STATE","MAXIMUM","URBAN","NH","NEW ENGLAND",1157,"Dot Gully Hill Storage Shed","Other","Unknown",105,43.2271084886853,-71.5588179560092
"194","10006233","MIAMI DADE COUNTY BOOT CAMP",59,"COUNTY","MINIMUM","URBAN","FL","SOUTH ATLANTIC",1516,"Turbo Power, Inc.","Industrial Facilities","Unknown",25,25.811167848369,-80.3102831048077
"195","10006233","MIAMI DADE COUNTY BOOT CAMP",59,"COUNTY","MINIMUM","URBAN","FL","SOUTH ATLANTIC",1517,"Upsilon Davis","Industrial Facilities","Electroplater",243,25.811167848369,-80.3102831048077
"196","10002865","HARRIS COUNTY INMATE PROCESSING DIVISION",NA,"COUNTY","MAXIMUM","URBAN","TX","WEST SOUTH CENTRAL",307,"International Terminals Company","Industrial Facilities","Firefighting foam used to put out March 17, 2019 fire at the International Terminals Company (Deer Park Emergency Services 4.12.2019)",46000,29.762666773496,-95.3571690554618
"197","10003816","DELTA COUNTY CORRECTIONAL FACILITY",79,"COUNTY","NOT AVAILABLE","URBAN","MI","EAST NORTH CENTRAL",134,"Escanaba Defense Fuel Supply Point","Military Installment","Firefighting foam used at Escanaba Defense Fuel Supply Point",11100,45.7467916042758,-87.0513234563991
"198","10002300","TRENTON PSYCHIATRIC HOSPITAL",382,"STATE","NOT AVAILABLE","URBAN","NJ","MID ATLANTIC",235,"Former Naval Air Warfare Center Trenton","Military Installment","Firefighting foam used at Former Naval Air Warfare Center Trenton, now Trenton-Mercer Airport",27800,40.2438627489975,-74.8058773889926
"199","10001692","DOUGLAS COUNTY JAIL",184,"COUNTY","MAXIMUM","URBAN","WI","EAST NORTH CENTRAL",192,"Duluth Air National Guard Base","Military Installment","Firefighting foam used at Duluth International Airport/Air National Gaurd Base",15652,46.7215559557154,-92.0970693041083
"200","10001692","DOUGLAS COUNTY JAIL",184,"COUNTY","MAXIMUM","URBAN","WI","EAST NORTH CENTRAL",1455,"Western Lake Superior Sanitary District Landfill","Industrial Facilities","Unknown",4530,46.7215559557154,-92.0970693041083
"201","10001692","DOUGLAS COUNTY JAIL",184,"COUNTY","MAXIMUM","URBAN","WI","EAST NORTH CENTRAL",1817,"Superior Refining Company LLC","Industrial Facilities","Unknown",740,46.7215559557154,-92.0970693041083
"202","10000543","PRE-TRIAL DETENTION CENTER",1100,"COUNTY","MAXIMUM","URBAN","FL","SOUTH ATLANTIC",1516,"Turbo Power, Inc.","Industrial Facilities","Unknown",25,25.7867628038185,-80.2167959219492
"203","10000543","PRE-TRIAL DETENTION CENTER",1100,"COUNTY","MAXIMUM","URBAN","FL","SOUTH ATLANTIC",1517,"Upsilon Davis","Industrial Facilities","Electroplater",243,25.7867628038185,-80.2167959219492
"204","10003976","ASPC-FLORENCE",3666,"STATE","MAXIMUM","URBAN","AZ","MOUNTAIN",1265,"Florence Military Reservation","Military Installment","Unknown",1,33.0281694108774,-111.370728423934
"205","10003119","DELAWARE COUNTY JUVENILE DETENTION CENTER",NA,"COUNTY","JUVENILE","URBAN","PA","MID ATLANTIC",1254,"National Foam Manufacturing Facility","Industrial Facilities","AFFF manufacturing",141700,39.9215557641821,-75.4445772109286
"206","10003214","NASSAU COUNTY CORRECTIONAL CENTER",1186,"COUNTY","NOT AVAILABLE","URBAN","NY","MID ATLANTIC",1730,"Naval Weapons Industrial Reserve Plant Bethpage","Military Installment","Unknown",107,40.7336160148891,-73.5528810631465
"207","10006175","FCI BERLIN",867,"FEDERAL","MEDIUM","RURAL","NH","NEW ENGLAND",1244,"White Mountain Laundry & Dry Cleaners","Industrial Facilities","Unknown",6,44.5211600628211,-71.1352351754338
"208","10006196","USP LEAVENWORTH CAMP",362,"FEDERAL","MINIMUM","RURAL","KS","WEST NORTH CENTRAL",98,"Ft. Leavenworth","Military Installment","Firefighting foam used at Fort Leavenworth",649,39.3327938050939,-94.94351567624
"209","10006176","FCI BERLIN CAMP",63,"FEDERAL","MINIMUM","RURAL","NH","NEW ENGLAND",1244,"White Mountain Laundry & Dry Cleaners","Industrial Facilities","Unknown",6,44.5252079381029,-71.140000390092
"210","10003755","NORTH SLOPE BOROUGH CORRECTIONAL CENTER",NA,"COUNTY","NOT AVAILABLE","RURAL","AK","PACIFIC",1463,"Barrow Airport","Major Airports (FAA Part 139)","Unknown",NA,71.2918283150923,-156.788132545409
"211","10000281","MCI - CONCORD",727,"STATE","MEDIUM","URBAN","MA","NEW ENGLAND",1572,"Fort Devens-Sudbury Training Annex","Military Installment","Unknown",NA,42.4648694035095,-71.3958527857553
"212","10000281","MCI - CONCORD",727,"STATE","MEDIUM","URBAN","MA","NEW ENGLAND",1578,"Nuclear Metals, Inc.","Industrial Facilities","Unknown",NA,42.4648694035095,-71.3958527857553
"213","10000094","SOUTHERN STATE CORRECTIONAL FACILITY",313,"STATE","NOT AVAILABLE","RURAL","VT","NEW ENGLAND",1231,"T Bird Mini Mart","Other","Unknown",11,43.2698138222443,-72.4380511110656
"214","10000095","MARBLE VALLEY REGIONAL CORRECTIONAL FACILITY",130,"STATE","NOT AVAILABLE","URBAN","VT","NEW ENGLAND",1794,"Rutland City Landfill","Industrial Facilities","Unknown",104,43.6096902928066,-72.9907897251175
"215","10001116","NORTHWEST STATE CORRECTIONAL FACILITY",215,"STATE","CLOSE","RURAL","VT","NEW ENGLAND",1783,"Eveready St. Albans","Industrial Facilities","Battery manufacturing",20,44.8500904969345,-73.1322654956943
"216","10006667","204 DEPOT STREET PROGRAM",8,"STATE","JUVENILE","URBAN","VT","NEW ENGLAND",845,"Burgess Brothers C&D Landfill","Industrial Facilities","Unknown",1040,42.8823298386801,-73.1988934110603
"217","10006667","204 DEPOT STREET PROGRAM",8,"STATE","JUVENILE","URBAN","VT","NEW ENGLAND",1774,"Burgess Bro Landfill","Industrial Facilities","Unknown",1420,42.8823298386801,-73.1988934110603
"218","10006667","204 DEPOT STREET PROGRAM",8,"STATE","JUVENILE","URBAN","VT","NEW ENGLAND",1782,"Eveready Bennington","Industrial Facilities","Battery manufacturing",20,42.8823298386801,-73.1988934110603
"219","10006667","204 DEPOT STREET PROGRAM",8,"STATE","JUVENILE","URBAN","VT","NEW ENGLAND",1786,"Former Plant No. 3","Industrial Facilities","Anecdotal evidence indicates that the Former Warren Wire company (also located in Pownal Vermont) may have used the Former Plant No. 3 property for an unknown purpose; however, the aerial photographs are not conclusive",320,42.8823298386801,-73.1988934110603
"220","10006667","204 DEPOT STREET PROGRAM",8,"STATE","JUVENILE","URBAN","VT","NEW ENGLAND",1791,"Pownal Landfill","Industrial Facilities","Unknown",20,42.8823298386801,-73.1988934110603
"221","10005468","GARFIELD COUNTY REG JUVENILE DETENTION CENTER",NA,"COUNTY","JUVENILE","URBAN","OK","WEST SOUTH CENTRAL",277,"Vance Air Force Base","Military Installment","Firefighting foam used at Vance Air Force Base / Kegelman Auxiliary Field",347000,36.370841335062,-97.8878902070871
"222","10000907","MONTEREY PARK CITY JAIL",NA,"LOCAL","NOT AVAILABLE","URBAN","CA","PACIFIC",902,"Bishop'S Canyon Landfill","Industrial Facilities","Unknown",115,34.0591058970202,-118.126014111932
